arabidopsis_thaliana	populus_trichocarpa
AT3G17440	Potri.010G001900
AT4G21770	Potri.004G019100
AT4G34030	Potri.009G100800
AT3G12860	Potri.015G092900
AT5G11580	Potri.018G044400
AT4G20070	Potri.001G160100
AT3G59950	Potri.017G000500
AT5G52550	Potri.017G143215
AT5G66570	Potri.007G033700
AT5G03790	Potri.006G117700
AT5G66330	Potri.007G016800
AT4G22840	Potri.003G117300
AT4G04200	Potri.010G192700
AT5G47470	Potri.003G077300
AT2G33820	Potri.011G056000
AT3G19010	Potri.009G107600
AT2G46520	Potri.014G100000
AT5G60630	Potri.009G013500
AT4G29940	Potri.018G142400
AT5G56940	Potri.013G128200
AT3G15610	Potri.003G059500
AT1G55250	Potri.001G008800
AT2G32040	Potri.010G085900
AT5G05080	Potri.016G024800
AT4G17510	Potri.003G081000
AT1G65260	Potri.016G099400
AT2G38650	Potri.016G143966
AT4G14720	Potri.005G214300
AT4G06536	Potri.014G025000
AT5G13240	Potri.010G115800
AT5G09650	Potri.009G081200
AT5G11030	Potri.006G259600
AT5G15020	Potri.001G350200
AT5G15040	Potri.005G008200
AT5G13250	Potri.003G164800
AT4G36960	Potri.007G044400
AT5G37350	Potri.015G096100
AT2G13440	Potri.005G066300
AT4G34550	Potri.009G118651
AT2G19950	Potri.018G086600
AT2G32930	Potri.014G159500
AT5G05100	Potri.016G032500
AT5G66680	Potri.007G031000
AT4G35350	Potri.005G256000
AT5G43060	Potri.014G024100
AT1G09850	Potri.005G232900
AT5G45890	Potri.004G056500
AT3G19170	Potri.009G103700
AT5G19840	Potri.005G215200
AT3G55010	Potri.014G123000
AT4G27640	Potri.010G169800
AT2G21470	Potri.009G120200
AT5G50720	Potri.015G099700
AT5G09820	Potri.001G309300
AT2G25330	Potri.006G256400
AT1G78410	Potri.011G095900
AT4G33450	Potri.007G106100
AT1G73410	Potri.017G017600
AT5G54690	Potri.011G132600
AT5G26710	Potri.013G000400
AT5G57740	Potri.018G098400
AT1G77720	Potri.005G173300
AT5G55970	Potri.011G094800
AT4G17220	Potri.016G006900
AT4G25020	Potri.003G104200
AT1G68080	Potri.008G139000
AT3G51970	Potri.009G055100
AT1G77670	Potri.005G175600
AT2G03510	Potri.010G158700
AT1G29120	Potri.011G065700
AT3G63200	Potri.005G210100
AT5G51795	Potri.010G204900
AT3G21070	Potri.009G051500
AT2G43040	Potri.002G055200
AT2G45640	Potri.014G074000
AT4G04955	Potri.004G041800
AT3G60370	Potri.014G045600
AT5G04090	Potri.016G038100
AT3G20810	Potri.001G016200
AT2G44420	Potri.009G023200
AT2G35800	Potri.010G217900
AT5G14780	Potri.014G161300
AT5G15510	Potri.017G092100
AT1G71820	Potri.019G088100
AT4G35880	Potri.007G063800
AT1G51510	Potri.009G051000
AT5G44500	Potri.011G155700
AT3G21330	Potri.001G191800
AT1G28260	Potri.011G053800
AT1G30450	Potri.011G090900
AT5G08470	Potri.001G174100
AT4G01130	Potri.014G094100
AT4G34490	Potri.009G115500
AT2G26990	Potri.009G020900
AT3G46560	Potri.012G039100
AT5G39040	Potri.018G051800
AT2G27350	Potri.009G160100
AT2G36230	Potri.017G124800
AT4G33940	Potri.004G143900
AT1G73910	Potri.015G053100
AT1G67325	Potri.003G172500
AT5G20650	Potri.006G219200
AT5G59010	Potri.009G039500
AT4G00710	Potri.014G082400
AT3G54030	Potri.016G105800
AT4G18270	Potri.011G080600
AT2G30520	Potri.019G131600
AT3G49055	Potri.015G146100
AT5G27230	Potri.002G206200
AT1G60440	Potri.010G041800
AT1G65000	Potri.013G078866
AT5G63890	Potri.011G163400
AT2G38780	Potri.001G024200
AT1G29810	Potri.011G078900
AT3G54320	Potri.010G247200
AT3G18880	Potri.018G150100
AT3G58600	Potri.019G089800
AT4G01860	Potri.002G189400
AT5G18120	Potri.019G035700
AT1G73570	Potri.015G038100
AT5G55810	Potri.013G021900
AT4G18470	Potri.011G062100
AT2G39030	Potri.010G224800
AT5G13760	Potri.009G056700
AT3G01490	Potri.017G072900
AT4G14780	Potri.010G083500
AT3G03440	Potri.017G128100
AT3G20630	Potri.011G125800
AT3G10370	Potri.010G226700
AT1G48850	Potri.010G221600
AT1G56310	Potri.005G020000
AT5G23590	Potri.009G138100
AT2G41890	Potri.016G053800
AT5G55510	Potri.011G088500
AT5G49215	Potri.014G112100
AT2G03500	Potri.018G074200
AT5G62170	Potri.015G135200
AT4G24820	Potri.015G090900
AT4G33865	Potri.014G017701
AT1G04910	Potri.017G057300
AT1G71010	Potri.010G113700
AT5G04850	Potri.010G242700
AT4G23340	Potri.003G128100
AT5G07270	Potri.015G141400
AT2G04660	Potri.008G089600
AT3G57630	Potri.006G054800
AT5G50380	Potri.015G094800
AT5G64940	Potri.007G082500
AT1G79600	Potri.002G000100
AT2G45770	Potri.014G078800
AT5G12400	Potri.009G049100
AT1G65280	Potri.019G083700
AT4G14800	Potri.010G084800
AT5G63440	Potri.015G094300
AT5G65620	Potri.014G010100
AT5G49980	Potri.005G159300
AT3G53120	Potri.016G097000
AT5G16810	Potri.019G050500
AT4G18810	Potri.004G061200
AT1G01090	Potri.002G179500
AT1G31770	Potri.004G236500
AT2G02560	Potri.004G229300
AT2G26790	Potri.010G243002
AT1G14740	Potri.010G102600
AT5G16300	Potri.010G177200
AT5G42740	Potri.008G118900
AT1G31660	Potri.011G112500
AT5G46530	Potri.011G077800
AT4G31430	Potri.018G006200
AT5G19060	Potri.010G030900
AT4G14550	Potri.010G078300
AT1G80390	Potri.001G177400
AT1G11860	Potri.011G006800
AT5G45770	Potri.011G069500
AT5G58200	Potri.018G111500
AT5G57990	Potri.018G107500
AT5G61390	Potri.015G062000
AT4G21540	Potri.011G043500
AT1G17690	Potri.003G010000
AT4G10600	Potri.011G152600
AT4G07410	Potri.014G014900
AT5G49520	Potri.010G147700
AT3G23780	Potri.018G019100
AT1G19530	Potri.005G228600
AT3G60050	Potri.015G144100
AT5G26570	Potri.014G147900
AT4G08930	Potri.005G164200
AT2G32600	Potri.016G097600
AT4G26000	Potri.018G004000
AT4G38770	Potri.009G129900
AT2G22420	Potri.007G096200
AT5G06910	Potri.016G051800
AT5G15640	Potri.017G098500
AT5G02250	Potri.006G086200
AT5G40580	Potri.017G071100
AT3G56120	Potri.018G072200
AT1G13970	Potri.010G163100
AT3G49500	Potri.018G028100
AT1G44760	Potri.005G177100
AT2G38770	Potri.003G201200
AT3G57220	Potri.016G042100
AT5G50430	Potri.003G073100
AT3G27000	Potri.001G326600
AT2G39445	Potri.002G134800
AT1G52980	Potri.001G402500
AT3G53260	Potri.016G091100
AT3G12680	Potri.010G176300
AT5G04280	Potri.010G228700
AT4G16060	Potri.010G006000
AT4G09680	Potri.002G129000
AT1G60600	Potri.017G050900
AT3G61530	Potri.014G090500
AT5G20410	Potri.018G123000
AT5G66380	Potri.007G019000
AT5G43940	Potri.002G254900
AT5G44930	Potri.015G124800
AT1G50710	Potri.011G090800
AT1G33410	Potri.001G078600
AT2G34780	Potri.011G161901
AT2G14825	Potri.009G090100
AT5G35590	Potri.016G139600
AT1G06790	Potri.002G044500
AT2G27680	Potri.009G146000
AT3G12640	Potri.009G063800
AT3G57150	Potri.016G041200
AT3G01680	Potri.010G050300
AT5G37720	Potri.017G129900
AT5G38900	Potri.017G100000
AT4G03280	Potri.019G118500
AT2G32380	Potri.009G117800
AT1G22940	Potri.003G015700
AT1G13180	Potri.010G051500
AT5G46280	Potri.004G131600
AT5G35338	Potri.018G146700
AT2G40550	Potri.019G056200
AT4G22390	Potri.016G012500
AT3G23880	Potri.008G199800
AT3G54570	Potri.003G201400
AT4G01395	Potri.002G179600
AT5G49570	Potri.013G039600
AT3G59830	Potri.017G007800
AT5G46780	Potri.003G091800
AT5G28590	Potri.019G014200
AT4G22890	Potri.003G119200
AT1G08680	Potri.013G068300
AT5G04290	Potri.010G228883
AT5G66030	Potri.005G099800
AT4G14110	Potri.003G022001
AT5G27490	Potri.013G023400
AT5G22340	Potri.009G160500
AT4G09080	Potri.003G158100
AT5G45720	Potri.011G071300
AT5G16440	Potri.019G053700
AT5G44300	Potri.004G047100
AT1G01040	Potri.002G181400
AT5G27150	Potri.013G031700
AT3G01380	Potri.001G350700
AT4G31300	Potri.018G145900
AT3G18270	Potri.012G054200
AT1G34260	Potri.019G087000
AT5G05130	Potri.016G034000
AT1G34370	Potri.019G085400
AT2G46290	Potri.010G100101
AT3G17740	Potri.015G033300
AT3G27670	Potri.001G346000
AT1G62420	Potri.011G023301
AT5G58170	Potri.018G110600
AT2G31085	Potri.019G090800
AT2G24580	Potri.018G008700
AT5G28350	Potri.014G087900
AT1G26170	Potri.T108626
AT4G39840	Potri.007G091900
AT1G71860	Potri.013G115400
AT2G35920	Potri.016G068900
AT1G48650	Potri.015G042500
AT1G67025	Potri.017G118401
AT1G54920	Potri.013G023600
AT4G30490	Potri.018G100900
AT4G37000	Potri.007G043700
AT5G27820	Potri.007G100900
AT5G24580	Potri.015G003900
AT2G35140	Potri.015G122300
AT3G24560	Potri.018G081500
AT5G40740	Potri.001G337700
AT5G64820	Potri.010G252700
AT4G33630	Potri.017G043100
AT2G27170	Potri.009G155200
AT5G05920	Potri.003G186900
AT1G17760	Potri.003G106200
AT4G28250	Potri.019G101900
AT4G02260	Potri.014G126700
AT3G15095	Potri.011G097700
AT5G28300	Potri.013G039100
AT5G57700	Potri.018G097100
AT5G54070	Potri.006G148200
AT3G22830	Potri.010G082000
AT1G68440	Potri.010G123600
AT1G64050	Potri.003G133100
AT1G80170	Potri.001G171900
AT3G58140	Potri.013G105200
AT5G10370	Potri.017G050100
AT1G34270	Potri.019G086800
AT3G21865	Potri.017G038800
AT3G54670	Potri.005G224900
AT5G52030	Potri.012G133900
AT4G38800	Potri.004G167200
AT4G18300	Potri.005G045200
AT2G40650	Potri.013G012000
AT2G28130	Potri.009G006200
AT2G04235	Potri.001G315950
AT5G13030	Potri.001G013900
AT1G21480	Potri.005G187400
AT3G01790	Potri.017G066000
AT5G06320	Potri.016G071600
AT5G40450	Potri.001G345300
AT3G63220	Potri.005G211700
AT1G49040	Potri.015G049500
AT2G33540	Potri.003G164300
AT2G27200	Potri.009G017000
AT1G61030	Potri.011G049300
AT2G34140	Potri.011G065900
AT1G12470	Potri.013G147600
AT1G32080	Potri.003G099600
AT4G14040	Potri.017G060000
AT4G32570	Potri.018G033700
AT1G29340	Potri.011G071400
AT4G10430	Potri.011G147500
AT5G24260	Potri.015G013400
AT5G17450	Potri.017G123400
AT4G08570	Potri.005G167000
AT5G25110	Potri.018G019900
AT5G45810	Potri.011G067600
AT2G30360	Potri.019G128100
AT5G57630	Potri.018G096042
AT1G01140	Potri.014G104200
AT5G58380	Potri.019G127500
AT3G12350	Potri.002G117900
AT1G69800	Potri.017G053600
AT5G17400	Potri.012G062500
AT5G65770	Potri.012G034300
AT4G23540	Potri.006G050000
AT3G59080	Potri.005G204600
AT4G13670	Potri.001G049900
AT2G45790	Potri.014G080500
AT5G45170	Potri.015G112500
AT3G18730	Potri.007G110800
AT5G61290	Potri.012G067500
AT4G29240	Potri.006G152800
AT5G08630	Potri.019G008541
AT4G04880	Potri.011G000100
AT4G35510	Potri.007G063000
AT4G15610	Potri.008G205000
AT5G51410	Potri.003G109000
AT1G19880	Potri.005G236000
AT4G17830	Potri.003G091100
AT1G61350	Potri.011G042300
AT5G50200	Potri.015G085100
AT2G38480	Potri.016G128200
AT1G29220	Potri.011G068100
AT5G57340	Potri.018G090000
AT3G21270	Potri.003G034200
AT5G54520	Potri.001G410500
AT1G79500	Potri.005G199100
AT5G37010	Potri.015G147900
AT4G33420	Potri.T045500
AT5G15260	Potri.017G084500
AT2G03670	Potri.001G128700
AT5G61460	Potri.003G107700
AT5G51660	Potri.012G022700
AT5G04510	Potri.010G232800
AT5G15740	Potri.004G113500
AT1G32200	Potri.001G136600
AT1G63110	Potri.001G109200
AT5G37790	Potri.017G126500
AT5G65720	Potri.007G000600
AT5G54970	Potri.006G052300
AT5G18070	Potri.001G146900
AT2G31870	Potri.017G002000
AT3G43300	Potri.006G216900
AT3G01180	Potri.017G084100
AT3G16190	Potri.003G051700
AT3G20330	Potri.001G357200
AT3G66654	Potri.008G105800
AT1G11480	Potri.017G041300
AT3G55220	Potri.010G212100
AT3G07060	Potri.002G241366
AT5G61330	Potri.019G085100
AT3G14120	Potri.001G165900
AT5G40190	Potri.017G073800
AT5G66815	Potri.007G042000
AT2G35612	Potri.004G234800
AT1G47485	Potri.014G034500
AT1G13030	Potri.010G048700
AT4G18975	Potri.011G076800
AT1G71300	Potri.006G027100
AT1G69740	Potri.002G082300
AT3G12080	Potri.009G054200
AT3G10040	Potri.016G096300
AT3G57290	Potri.016G043800
AT1G76185	Potri.005G248300
AT2G03820	Potri.017G137500
AT2G42280	Potri.016G050500
AT5G22040	Potri.010G244600
AT5G03110	Potri.016G086900
AT4G24790	Potri.015G088100
AT1G71220	Potri.003G018900
AT4G16970	Potri.003G082600
AT4G11450	Potri.003G127500
AT3G56250	Potri.019G055900
AT3G08960	Potri.016G119900
AT2G29890	Potri.009G045000
AT4G24160	Potri.005G235200
AT2G46890	Potri.014G109200
AT3G51580	Potri.016G136900
AT4G32360	Potri.017G118801
AT1G15130	Potri.010G116400
AT3G22190	Potri.009G015800
AT3G20740	Potri.001G417300
AT1G54100	Potri.003G067700
AT5G38450	Potri.017G114200
AT5G53110	Potri.015G017800
AT5G07040	Potri.003G192700
AT3G62600	Potri.014G122600
AT3G26670	Potri.014G139700
AT1G25375	Potri.010G122100
AT5G37247	Potri.014G180700
AT3G43840	Potri.009G125200
AT2G25570	Potri.001G219400
AT5G17440	Potri.019G055000
AT3G17130	Potri.009G083500
AT4G33625	Potri.017G043200
AT3G50210	Potri.007G047100
AT3G13050	Potri.018G151700
AT2G41500	Potri.016G042250
AT5G62530	Potri.015G064200
AT3G12050	Potri.016G060100
AT3G18790	Potri.017G060200
AT3G59690	Potri.019G095700
AT1G14270	Potri.008G147600
AT5G08660	Potri.019G001500
AT3G10260	Potri.005G206800
AT1G63810	Potri.007G024600
AT1G43700	Potri.005G190700
AT4G36080	Potri.007G057900
AT5G03430	Potri.006G123000
AT2G17900	Potri.005G173100
AT5G62440	Potri.013G022500
AT1G69588	Potri.010G169300
AT3G21240	Potri.003G188500
AT5G46190	Potri.011G082500
AT5G27720	Potri.014G130700
AT3G48150	Potri.012G075000
AT3G60360	Potri.016G024300
AT1G69830	Potri.010G092900
AT1G03750	Potri.017G012400
AT5G26180	Potri.006G224000
AT2G45320	Potri.014G068500
AT3G06510	Potri.010G149500
AT3G13570	Potri.003G218600
AT3G55460	Potri.010G203200
AT3G51650	Potri.016G133700
AT2G17550	Potri.005G101700
AT4G02580	Potri.005G218000
AT5G40480	Potri.001G345100
AT2G19450	Potri.018G066100
AT1G21550	Potri.005G183300
AT5G58180	Potri.018G110700
AT4G30720	Potri.018G103700
AT5G25540	Potri.006G246600
AT3G14205	Potri.003G071300
AT1G29800	Potri.011G106700
AT4G10760	Potri.001G085200
AT5G05950	Potri.010G196100
AT1G77640	Potri.005G176000
AT2G22010	Potri.007G081900
AT4G20920	Potri.011G163600
AT4G00380	Potri.003G181000
AT1G30460	Potri.011G089901
AT2G27930	Potri.009G003200
AT1G76590	Potri.005G259000
AT5G22330	Potri.009G160600
AT5G41910	Potri.003G146900
AT1G53250	Potri.011G112300
AT5G22800	Potri.009G141300
AT5G56290	Potri.011G170000
AT5G19280	Potri.010G091500
AT4G15930	Potri.008G219900
AT1G67360	Potri.003G173100
AT4G14605	Potri.017G067600
AT5G24120	Potri.015G022100
AT5G50160	Potri.015G083200
AT1G23280	Potri.015G083700
AT4G39370	Potri.007G077100
AT5G16620	Potri.017G129800
AT3G19280	Potri.009G101500
AT2G30880	Potri.005G205300
AT4G28460	Potri.016G099600
AT2G32500	Potri.014G154900
AT2G47760	Potri.014G131600
AT5G22130	Potri.001G031500
AT3G57570	Potri.006G054100
AT3G01820	Potri.015G093200
AT2G02955	Potri.010G169500
AT5G46240	Potri.004G132200
AT4G32500	Potri.018G031600
AT3G51000	Potri.007G018900
AT5G37860	Potri.010G236500
AT5G24350	Potri.015G008500
AT2G27430	Potri.011G065300
AT2G33350	Potri.010G066100
AT4G15802	Potri.014G131701
AT3G26850	Potri.018G051900
AT5G45620	Potri.003G098400
AT2G38290	Potri.016G121400
AT2G46915	Potri.002G183900
AT3G45770	Potri.001G233300
AT4G28430	Potri.017G014300
AT3G56590	Potri.016G029100
AT2G28160	Potri.009G005600
AT2G28340	Potri.004G211800
AT4G02070	Potri.014G121701
AT5G16800	Potri.019G050700
AT3G48210	Potri.T124408
AT5G35360	Potri.018G146300
AT4G11290	Potri.017G038100
AT1G05250	Potri.007G122451
AT2G26900	Potri.018G074400
AT1G52080	Potri.003G047200
AT4G37210	Potri.007G034200
AT5G14940	Potri.017G152800
AT3G56720	Potri.016G036000
AT5G37130	Potri.004G080800
AT4G29880	Potri.018G139700
AT1G15660	Potri.003G056600
AT2G26780	Potri.001G274500
AT2G40116	Potri.010G188900
AT1G29900	Potri.010G023100
AT5G04360	Potri.010G229300
AT1G67040	Potri.017G116000
AT3G15570	Potri.003G058800
AT3G43930	Potri.006G218800
AT3G19830	Potri.010G170300
AT4G32720	Potri.018G037900
AT5G06610	Potri.016G062400
AT3G60220	Potri.014G053600
AT2G40200	Potri.010G186700
AT2G32440	Potri.014G179100
AT5G65730	Potri.007G008500
AT3G53140	Potri.006G120000
AT2G32520	Potri.014G155200
AT3G22430	Potri.010G087400
AT5G09920	Potri.007G080400
AT2G02810	Potri.016G139100
AT5G40340	Potri.004G130600
AT5G63960	Potri.005G065800
AT1G04400	Potri.010G071200
AT3G15160	Potri.011G135800
AT3G49490	Potri.015G003700
AT5G13390	Potri.003G161400
AT5G53020	Potri.015G012000
AT4G28580	Potri.018G151800
AT3G07050	Potri.002G241100
AT5G66420	Potri.007G021000
AT3G58790	Potri.014G142000
AT5G44690	Potri.003G156400
AT4G00695	Potri.003G149100
AT5G67240	Potri.007G048000
AT5G05620	Potri.014G094900
AT5G08170	Potri.015G055300
AT4G05530	Potri.011G022500
AT3G54650	Potri.005G218400
AT3G14290	Potri.003G072500
AT2G39260	Potri.010G216100
AT4G01720	Potri.014G111900
AT1G80680	Potri.003G180100
AT1G17110	Potri.011G095200
AT5G18690	Potri.010G031700
AT5G22290	Potri.009G161300
AT1G15880	Potri.003G180800
AT4G17380	Potri.003G078601
AT5G52070	Potri.008G163500
AT3G12940	Potri.011G143000
AT5G20635	Potri.018G062400
AT4G24270	Potri.004G229732
AT1G19100	Potri.015G079400
AT1G76090	Potri.005G245800
AT3G11964	Potri.016G062600
AT2G40190	Potri.012G095500
AT5G41150	Potri.001G150400
AT2G41342	Potri.001G128600
AT5G17620	Potri.019G044100
AT1G11870	Potri.002G100300
AT1G50240	Potri.019G052500
AT5G06970	Potri.001G030100
AT5G45180	Potri.006G137600
AT2G34830	Potri.011G157100
AT3G05510	Potri.005G025400
AT1G14850	Potri.008G134800
AT3G16310	Potri.001G188300
AT5G56270	Potri.011G169300
AT4G29860	Potri.009G002100
AT4G38570	Potri.009G135500
AT2G01320	Potri.010G115000
AT1G17440	Potri.003G064100
AT4G01320	Potri.014G088900
AT2G38110	Potri.016G113100
AT4G00400	Potri.014G085500
AT5G06090	Potri.010G201200
AT5G48830	Potri.002G241200
AT4G36990	Potri.007G043800
AT4G09520	Potri.017G109500
AT5G06110	Potri.003G190000
AT4G14010	Potri.017G059900
AT4G29650	Potri.018G066400
AT4G31850	Potri.006G264800
AT1G65470	Potri.008G077800
AT5G24060	Potri.017G148600
AT4G30460	Potri.018G100300
AT1G55090	Potri.003G143700
AT5G45020	Potri.015G121600
AT2G45460	Potri.014G071400
AT5G42340	Potri.002G009900
AT5G40610	Potri.017G070900
AT4G34810	Potri.009G127700
AT4G34780	Potri.009G127400
AT4G34770	Potri.004G165800
AT5G18080	Potri.009G126700
AT3G20220	Potri.010G253900
AT3G04160	Potri.019G029400
AT5G20520	Potri.018G064800
AT5G53190	Potri.015G021900
AT2G44060	Potri.007G146300
AT1G71340	Potri.013G095300
AT5G20930	Potri.009G155400
AT3G52710	Potri.016G079500
AT5G43070	Potri.014G021900
AT5G10690	Potri.006G274133
AT3G50780	Potri.007G032800
AT3G14280	Potri.003G072400
AT3G15970	Potri.003G056400
AT3G11620	Potri.016G072700
AT1G72650	Potri.003G063700
AT5G47440	Potri.003G077900
AT3G51670	Potri.016G127700
AT4G23910	Potri.003G140700
AT1G75490	Potri.005G233300
AT2G30790	Potri.005G206700
AT5G35980	Potri.019G043400
AT2G19540	Potri.007G094000
AT1G02100	Potri.014G047300
AT5G05970	Potri.010G197700
AT4G13850	Potri.017G059000
AT5G61030	Potri.015G057400
AT5G59865	Potri.001G236300
AT4G02390	Potri.014G128200
AT5G02840	Potri.016G083900
AT5G26940	Potri.005G020600
AT4G22930	Potri.007G139700
AT5G64813	Potri.007G080100
AT2G39000	Potri.010G222900
AT5G22370	Potri.014G015700
AT2G43340	Potri.017G032800
AT1G60080	Potri.016G055600
AT1G23390	Potri.010G042900
AT5G23320	Potri.007G074500
AT3G21820	Potri.017G038700
AT5G14410	Potri.001G342100
AT2G19260	Potri.018G142300
AT5G23600	Potri.013G094500
AT3G13450	Potri.003G222800
AT5G63950	Potri.007G102800
AT5G20300	Potri.018G123300
AT3G53090	Potri.016G096500
AT3G23600	Potri.008G201400
AT4G14000	Potri.001G321100
AT1G15820	Potri.003G020400
AT5G05987	Potri.010G198000
AT4G34460	Potri.009G115300
AT1G51160	Potri.017G149900
AT3G57350	Potri.015G026200
AT2G05590	Potri.010G065900
AT1G31870	Potri.003G087200
AT5G44750	Potri.009G094400
AT1G26480	Potri.010G159300
AT5G19190	Potri.008G204100
AT4G28140	Potri.019G102200
AT3G02590	Potri.017G116600
AT5G65590	Potri.007G058200
AT5G22100	Potri.009G016000
AT5G40820	Potri.004G179000
AT3G05000	Potri.013G031000
AT4G27340	Potri.011G125700
AT4G09720	Potri.005G198800
AT2G21880	Potri.005G085300
AT3G16100	Potri.003G053400
AT3G18820	Potri.004G153400
AT2G34680	Potri.011G090200
AT3G03350	Potri.013G084100
AT3G26400	Potri.010G048200
AT3G61620	Potri.014G094300
AT5G65030	Potri.007G092300
AT5G58870	Potri.009G043100
AT4G36050	Potri.007G057400
AT1G53400	Potri.011G107700
AT2G37300	Potri.016G082700
AT1G64430	Potri.003G140800
AT5G56630	Potri.018G069200
AT2G23840	Potri.019G033200
AT4G32820	Potri.018G057900
AT3G60100	Potri.009G023900
AT5G23760	Potri.015G144200
AT5G35930	Potri.019G043800
AT1G29260	Potri.011G066600
AT4G18570	Potri.011G064500
AT1G10600	Potri.010G041200
AT5G63500	Potri.015G098300
AT5G40960	Potri.017G064400
AT5G08391	Potri.003G170500
AT1G27340	Potri.003G171300
AT4G19170	Potri.019G093400
AT5G57750	Potri.018G098500
AT2G21440	Potri.009G120900
AT5G62410	Potri.003G108400
AT1G67740	Potri.010G052000
AT2G35450	Potri.003G167600
AT4G29540	Potri.006G150200
AT5G58540	Potri.009G075400
AT3G07040	Potri.018G013500
AT5G27220	Potri.007G113400
AT1G78910	Potri.004G228200
AT5G44320	Potri.011G053500
AT2G01730	Potri.010G106200
AT4G28450	Potri.017G014700
AT5G13800	Potri.009G054800
AT5G04900	Potri.008G014200
