Gene,Arabidopsis,best_arabi_defline
Potri.006G208600,AT1G08370,decapping 1
Potri.006G208800,AT3G11550,Uncharacterised protein family (UPF0497)
Potri.006G208900,AT3G11540,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G208900,AT3G11540,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G208900,AT3G11540,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G209000,,
Potri.006G209100,AT3G11530,Vacuolar protein sorting 55 (VPS55) family protein
Potri.006G209200,,
Potri.006G209500,AT3G15040,"Protein of unknown function, DUF584"
Potri.006G209500,AT3G15040,"Protein of unknown function, DUF584"
Potri.006G209500,AT3G15040,"Protein of unknown function, DUF584"
Potri.006G209500,AT3G15040,"Protein of unknown function, DUF584"
Potri.006G209600,AT5G06140,sorting nexin 1
Potri.006G209700,AT5G39850,Ribosomal protein S4
Potri.006G209801,,
Potri.006G209801,,
Potri.006G209900,,
Potri.006G210000,AT2G36145,
Potri.006G210150,,
Potri.006G210150,,
Potri.006G210325,,
Potri.006G210325,,
Potri.006G210325,,
Potri.006G210500,AT5G06130,chaperone protein dnaJ-related
Potri.006G210600,AT2G36190,cell wall invertase 4
Potri.006G210700,AT2G36200,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G210800,,
Potri.006G210900,AT3G52610,
Potri.006G211000,AT2G36210,SAUR-like auxin-responsive protein family
Potri.006G211100,AT2G23930,probable small nuclear ribonucleoprotein G
Potri.006G211200,AT3G11490,rac GTPase activating protein
Potri.006G211300,AT3G11470,4'-phosphopantetheinyl transferase superfamily
Potri.006G211300,AT3G11470,4'-phosphopantetheinyl transferase superfamily
Potri.006G211400,AT3G11460,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G211500,AT5G03940,chloroplast signal recognition particle 54 kDa subunit
Potri.006G211600,AT3G52620,
Potri.006G211700,AT5G03910,ABC2 homolog 12
Potri.006G211700,AT5G03910,ABC2 homolog 12
Potri.006G211800,,
Potri.006G211800,,
Potri.006G211900,AT4G18590,"Nucleic acid-binding, OB-fold-like protein"
Potri.006G212000,AT2G38870,"Serine protease inhibitor, potato inhibitor I-type family protein"
Potri.006G212100,AT4G18590,"Nucleic acid-binding, OB-fold-like protein"
Potri.006G212100,AT4G18590,"Nucleic acid-binding, OB-fold-like protein"
Potri.006G212100,AT4G18590,"Nucleic acid-binding, OB-fold-like protein"
Potri.006G212100,AT4G18590,"Nucleic acid-binding, OB-fold-like protein"
Potri.006G212200,AT2G38870,"Serine protease inhibitor, potato inhibitor I-type family protein"
Potri.006G212400,AT3G52660,RNA-binding (RRM/RBD/RNP motifs) family protein
Potri.006G212400,AT3G52660,RNA-binding (RRM/RBD/RNP motifs) family protein
Potri.006G212400,AT3G52660,RNA-binding (RRM/RBD/RNP motifs) family protein
Potri.006G212501,,
Potri.006G212600,AT1G57790,F-box family protein
Potri.006G212600,AT1G57790,F-box family protein
Potri.006G212700,AT5G03870,Glutaredoxin family protein
Potri.006G212800,AT2G36220,(1 of 8) 2.7.11.17 - Calcium/calmodulin-dependent protein kinase / Microtubule-associated protein 2 kinase
Potri.006G212900,AT3G52720,alpha carbonic anhydrase 1
Potri.006G213000,AT5G03880,Thioredoxin family protein
Potri.006G213100,AT5G03890,(1 of 3) PTHR33148:SF2 - EMB
Potri.006G213200,AT5G42450,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G213200,AT5G42450,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G213300,,
Potri.006G213400,AT3G53570,FUS3-complementing gene 1
Potri.006G213400,AT3G53570,FUS3-complementing gene 1
Potri.006G213500,AT5G02580,Plant protein 1589 of unknown function
Potri.006G213600,AT3G53560,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G213700,AT3G53540,(1 of 2) PTHR21726:SF49 - PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN
Potri.006G213700,AT3G53540,(1 of 2) PTHR21726:SF49 - PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN
Potri.006G213700,AT3G53540,(1 of 2) PTHR21726:SF49 - PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN
Potri.006G213801,,
Potri.006G213900,AT3G53530,Chloroplast-targeted copper chaperone protein
Potri.006G214000,AT3G53520,UDP-glucuronic acid decarboxylase 1
Potri.006G214000,AT3G53520,UDP-glucuronic acid decarboxylase 1
Potri.006G214100,AT3G55170,Ribosomal L29 family protein
Potri.006G214200,AT3G55170,Ribosomal L29 family protein
Potri.006G214200,AT3G55170,Ribosomal L29 family protein
Potri.006G214300,AT3G09520,exocyst subunit exo70 family protein H4
Potri.006G214400,,
Potri.006G214500,AT3G09550,Ankyrin repeat family protein
Potri.006G214600,,
Potri.006G214600,,
Potri.006G214700,AT2G39370,(1 of 1) PTHR33312:SF2 - MEMBRANE-ASSOCIATED KINASE REGULATOR 3-RELATED
Potri.006G214800,AT3G09560,Lipin family protein
Potri.006G214800,AT3G09560,Lipin family protein
Potri.006G214900,AT3G09570,Lung seven transmembrane receptor family protein
Potri.006G215000,AT5G02640,
Potri.006G215100,AT2G37360,ABC-2 type transporter family protein
Potri.006G215200,AT3G53500,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
Potri.006G215200,AT3G53500,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
Potri.006G215300,AT5G02710,(1 of 1) PF03692 - Putative zinc- or iron-chelating domain (CxxCxxCC)
Potri.006G215400,,
Potri.006G215600,,
Potri.006G215700,AT2G37330,aluminum sensitive 3
Potri.006G215700,AT2G37330,aluminum sensitive 3
Potri.006G215800,AT5G02740,Ribosomal protein S24e family protein
Potri.006G215866,,
Potri.006G215932,,
Potri.006G216000,,
Potri.006G216100,AT2G37310,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G216200,AT5G02750,RING/U-box superfamily protein
Potri.006G216300,AT2G37300,
Potri.006G216300,AT2G37300,
Potri.006G216400,AT1G67650,SRP72 RNA-binding domain
Potri.006G216500,AT4G33140,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Potri.006G216500,AT4G33140,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Potri.006G216600,,
Potri.006G216700,AT5G20870,O-Glycosyl hydrolases family 17 protein
Potri.006G216800,,
Potri.006G216900,AT3G43300,HOPM interactor 7
Potri.006G216900,AT3G43300,HOPM interactor 7
Potri.006G216900,AT3G43300,HOPM interactor 7
Potri.006G216900,AT3G43300,HOPM interactor 7
Potri.006G216950,,
Potri.006G217000,AT3G43430,RING/U-box superfamily protein
Potri.006G217100,AT2G26210,Ankyrin repeat family protein
Potri.006G217200,AT5G20900,jasmonate-zim-domain protein 12
Potri.006G217400,AT3G43520,Transmembrane proteins 14C
Potri.006G217500,AT4G33160,F-box family protein
Potri.006G217600,AT5G20910,RING/U-box superfamily protein
Potri.006G217700,AT3G43540,Protein of unknown function (DUF1350)
Potri.006G217800,,
Potri.006G217900,AT5G21280,hydroxyproline-rich glycoprotein family protein
Potri.006G218000,AT2G26250,3-ketoacyl-CoA synthase 10
Potri.006G218100,AT5G21970,Ubiquitin carboxyl-terminal hydrolase family protein
Potri.006G218100,AT5G21970,Ubiquitin carboxyl-terminal hydrolase family protein
Potri.006G218100,AT5G21970,Ubiquitin carboxyl-terminal hydrolase family protein
Potri.006G218200,,
Potri.006G218300,AT2G45700,sterile alpha motif (SAM) domain-containing protein
Potri.006G218400,AT2G26260,3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2
Potri.006G218500,AT4G37950,Rhamnogalacturonate lyase family protein
Potri.006G218500,AT4G37950,Rhamnogalacturonate lyase family protein
Potri.006G218500,AT4G37950,Rhamnogalacturonate lyase family protein
Potri.006G218600,AT5G20080,FAD/NAD(P)-binding oxidoreductase
Potri.006G218800,AT2G26270,(1 of 2) PTHR13561:SF29 - BRCT DOMAIN-CONTAINING DNA REPAIR PROTEIN
Potri.006G218800,AT2G26270,(1 of 2) PTHR13561:SF29 - BRCT DOMAIN-CONTAINING DNA REPAIR PROTEIN
Potri.006G218850,,
Potri.006G218850,,
Potri.006G218900,AT2G26280,CTC-interacting domain 7
Potri.006G218900,AT2G26280,CTC-interacting domain 7
Potri.006G218900,AT2G26280,CTC-interacting domain 7
Potri.006G218900,AT2G26280,CTC-interacting domain 7
Potri.006G218900,AT2G26280,CTC-interacting domain 7
Potri.006G219000,,
Potri.006G219100,,
Potri.006G219200,,
Potri.006G219300,AT1G72540,Protein kinase superfamily protein
Potri.006G219400,AT4G33180,alpha/beta-Hydrolases superfamily protein
Potri.006G219500,AT2G26300,G protein alpha subunit 1
Potri.006G219500,AT2G26300,G protein alpha subunit 1
Potri.006G219600,AT2G26310,Chalcone-flavanone isomerase family protein
Potri.006G219700,AT3G43860,glycosyl hydrolase 9A4
Potri.006G219750,,
Potri.006G219800,AT5G21940,
Potri.006G219800,AT5G21940,
Potri.006G219900,AT2G05830,NagB/RpiA/CoA transferase-like superfamily protein
Potri.006G219900,AT2G05830,NagB/RpiA/CoA transferase-like superfamily protein
Potri.006G220000,AT4G33200,"myosin, putative"
Potri.006G220000,AT4G33200,"myosin, putative"
Potri.006G220000,AT4G33200,"myosin, putative"
Potri.006G220100,AT2G26330,Leucine-rich receptor-like protein kinase family protein
Potri.006G220150,,
Potri.006G220201,,
Potri.006G220301,,
Potri.006G220400,AT5G21920,YGGT family protein
Potri.006G220500,AT5G21910,
Potri.006G220600,,
Potri.006G220700,,
Potri.006G220800,AT2G26340,
Potri.006G220900,AT4G33210,F-box family protein
Potri.006G221000,AT5G21482,cytokinin oxidase 7
Potri.006G221000,AT5G21482,cytokinin oxidase 7
Potri.006G221100,AT1G07320,ribosomal protein L4
Potri.006G221200,,
Potri.006G221301,AT2G27790,RNA-binding (RRM/RBD/RNP motifs) family protein
Potri.006G221400,,
Potri.006G221500,,
Potri.006G221700,AT2G19560,proteasome family protein
Potri.006G221800,AT5G35550,Duplicated homeodomain-like superfamily protein
Potri.006G221900,AT5G21430,Chaperone DnaJ-domain superfamily protein
Potri.006G222000,AT2G26350,peroxin 10
Potri.006G222100,AT3G53870,Ribosomal protein S3 family protein
Potri.006G222200,AT5G19530,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.006G222300,AT2G06520,photosystem II subunit X
Potri.006G222400,,
Potri.006G222500,AT5G12080,mechanosensitive channel of small conductance-like 10
Potri.006G222500,AT5G12080,mechanosensitive channel of small conductance-like 10
Potri.006G222600,,
Potri.006G222600,,
Potri.006G222700,AT3G13980,"(1 of 4) PTHR33541:SF5 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MDC16-RELATED"
Potri.006G222800,AT2G01490,phytanoyl-CoA dioxygenase (PhyH) family protein
Potri.006G222900,AT5G12040,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein
Potri.006G223100,AT5G16100,
Potri.006G223300,,
Potri.006G223500,AT5G26210,alfin-like 4
Potri.006G223600,AT1G72820,Mitochondrial substrate carrier family protein
Potri.006G223600,AT1G72820,Mitochondrial substrate carrier family protein
Potri.006G223700,,
Potri.006G223800,,
Potri.006G223800,,
Potri.006G223900,AT5G12030,heat shock protein 17.6A
Potri.006G224000,AT5G26180,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.006G224100,AT5G26170,WRKY DNA-binding protein 50
Potri.006G224200,,
Potri.006G224200,,
Potri.006G224400,AT4G33100,(1 of 1) KOG3481 - Uncharacterized conserved protein
Potri.006G224500,AT4G33090,aminopeptidase M1
Potri.006G224500,AT4G33090,aminopeptidase M1
Potri.006G224600,,
Potri.006G224600,,
Potri.006G224600,,
Potri.006G224600,,
Potri.006G224600,,
Potri.006G224600,,
Potri.006G224800,AT4G33080,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
Potri.006G224800,AT4G33080,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
Potri.006G224800,AT4G33080,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
Potri.006G224900,,
Potri.006G225100,AT5G41820,RAB geranylgeranyl transferase alpha subunit 2
Potri.006G225133,,
Potri.006G225167,,
Potri.006G225201,,
Potri.006G225232,AT3G15395,
Potri.006G225300,AT5G26150,protein kinase family protein
Potri.006G225300,AT5G26150,protein kinase family protein
Potri.006G225400,,
Potri.006G225500,AT5G11980,conserved oligomeric Golgi complex component-related / COG complex component-related
Potri.006G225600,AT2G26200,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.006G225600,AT2G26200,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.006G225700,AT1G54270,eif4a-2
Potri.006G225900,AT5G11970,Protein of unknown function (DUF3511)
Potri.006G226000,AT5G11960,Protein of unknown function (DUF803)
Potri.006G226100,AT5G11950,Putative lysine decarboxylase family protein
Potri.006G226100,AT5G11950,Putative lysine decarboxylase family protein
Potri.006G226200,,
Potri.006G226300,AT1G14560,Mitochondrial substrate carrier family protein
Potri.006G226400,AT4G33050,calmodulin-binding family protein
Potri.006G226450,,
Potri.006G226500,,
Potri.006G226600,AT2G26180,IQ-domain 6
Potri.006G226700,AT2G26170,"cytochrome P450, family 711, subfamily A, polypeptide 1"
Potri.006G226700,AT2G26170,"cytochrome P450, family 711, subfamily A, polypeptide 1"
Potri.006G226800,AT2G26150,heat shock transcription factor A2
Potri.006G226800,AT2G26150,heat shock transcription factor A2
Potri.006G226800,AT2G26150,heat shock transcription factor A2
Potri.006G226900,AT4G33040,Thioredoxin superfamily protein
Potri.006G227100,AT5G56450,Mitochondrial substrate carrier family protein
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227200,,
Potri.006G227300,AT1G18600,RHOMBOID-like protein 12
Potri.006G227400,AT3G13784,cell wall invertase 5
Potri.006G227500,AT3G13784,cell wall invertase 5
Potri.006G227500,AT3G13784,cell wall invertase 5
Potri.006G227600,AT1G55110,indeterminate(ID)-domain 7
Potri.006G227600,AT1G55110,indeterminate(ID)-domain 7
Potri.006G227600,AT1G55110,indeterminate(ID)-domain 7
Potri.006G227600,AT1G55110,indeterminate(ID)-domain 7
Potri.006G227700,AT2G26140,FTSH protease 4
Potri.006G227700,AT2G26140,FTSH protease 4
Potri.006G227900,AT5G11910,alpha/beta-Hydrolases superfamily protein
Potri.006G228000,AT4G33030,sulfoquinovosyldiacylglycerol 1
Potri.006G228000,AT4G33030,sulfoquinovosyldiacylglycerol 1
Potri.006G228100,AT5G11900,Translation initiation factor SUI1 family protein
Potri.006G228100,AT5G11900,Translation initiation factor SUI1 family protein
Potri.006G228200,,
Potri.006G228301,,
Potri.006G228400,,
Potri.006G228500,AT5G60340,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G228600,AT5G11890,
Potri.006G228650,,
Potri.006G228700,AT5G11870,Alkaline phytoceramidase (aPHC)
Potri.006G228800,AT2G26110,Protein of unknown function (DUF761)
Potri.006G228800,AT2G26110,Protein of unknown function (DUF761)
Potri.006G228900,AT2G26100,Galactosyltransferase family protein
Potri.006G229001,,
Potri.006G229050,,
Potri.006G229100,,
Potri.006G229200,AT4G26150,cytokinin-responsive gata factor 1
Potri.006G229300,AT2G26080,glycine decarboxylase P-protein 2
Potri.006G229400,AT5G11850,Protein kinase superfamily protein
Potri.006G229400,AT5G11850,Protein kinase superfamily protein
Potri.006G229600,AT5G11840,Protein of unknown function (DUF1230)
Potri.006G229900,AT2G26070,Protein of unknown function (DUF778)
Potri.006G229900,AT2G26070,Protein of unknown function (DUF778)
Potri.006G230000,AT5G11810,
Potri.006G230200,AT4G33000,calcineurin B-like protein 10
Potri.006G230300,AT5G26040,histone deacetylase 2
Potri.006G230300,AT5G26040,histone deacetylase 2
Potri.006G230300,AT5G26040,histone deacetylase 2
Potri.006G230300,AT5G26040,histone deacetylase 2
Potri.006G230400,AT5G11800,K+ efflux antiporter 6
Potri.006G230400,AT5G11800,K+ efflux antiporter 6
Potri.006G230400,AT5G11800,K+ efflux antiporter 6
Potri.006G230500,AT5G56840,myb-like transcription factor family protein
Potri.006G230600,AT2G26040,PYR1-like 2
Potri.006G230650,,
Potri.006G230700,AT4G32980,homeobox gene 1
Potri.006G230800,AT5G11790,N-MYC downregulated-like 2
Potri.006G230800,AT5G11790,N-MYC downregulated-like 2
Potri.006G230900,AT5G11780,
Potri.006G230900,AT5G11780,
Potri.006G231000,,
Potri.006G231000,,
Potri.006G231000,,
Potri.006G231100,,
Potri.006G231200,,
Potri.006G231300,,
Potri.006G231500,,
Potri.006G231600,,
Potri.006G231600,,
Potri.006G231701,AT5G11770,"NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial"
Potri.006G231800,AT2G25970,KH domain-containing protein
Potri.006G231800,AT2G25970,KH domain-containing protein
Potri.006G231900,AT2G19680,Mitochondrial ATP synthase subunit G protein
Potri.006G231900,AT2G19680,Mitochondrial ATP synthase subunit G protein
Potri.006G232000,AT2G19680,Mitochondrial ATP synthase subunit G protein
Potri.006G232000,AT2G19680,Mitochondrial ATP synthase subunit G protein
Potri.006G232100,AT5G26030,ferrochelatase 1
Potri.006G232200,AT5G11760,(1 of 1) PF08576 - Eukaryotic protein of unknown function (DUF1764) (DUF1764)
Potri.006G232300,AT4G32520,serine hydroxymethyltransferase 3
Potri.006G232300,AT4G32520,serine hydroxymethyltransferase 3
Potri.006G232300,AT4G32520,serine hydroxymethyltransferase 3
Potri.006G232400,,
Potri.006G232400,,
Potri.006G232500,,
Potri.006G232600,,
Potri.006G232600,,
Potri.006G232700,AT5G26010,Protein phosphatase 2C family protein
Potri.006G232800,AT3G20430,(1 of 1) PTHR13135 - CYTOSOLIC RESINIFERATOXIN BINDING PROTEIN RBP-26
Potri.006G232800,AT3G20430,(1 of 1) PTHR13135 - CYTOSOLIC RESINIFERATOXIN BINDING PROTEIN RBP-26
Potri.006G232900,AT2G25940,alpha-vacuolar processing enzyme
Potri.006G233000,AT3G49601,(1 of 1) PTHR32093:SF13 - SERINE/ARGININE REPETITIVE MATRIX PROTEIN 2
Potri.006G233000,AT3G49601,(1 of 1) PTHR32093:SF13 - SERINE/ARGININE REPETITIVE MATRIX PROTEIN 2
Potri.006G233000,AT3G49601,(1 of 1) PTHR32093:SF13 - SERINE/ARGININE REPETITIVE MATRIX PROTEIN 2
